item_id,L1,L2,Position,HeadN,Oblig,Error,Target,ErType,ErType2,Ntype,Synt,modif
316,I went to the cake shop in the city that my friend introduced to has been telling me and it has a as nice taste and famous .,I went to the cake shop in the city my friend introduced to me as nice taste and famous .,8,city,obl,correct,the,correct_the,correct_art,sing,other,no_mod
317,I went to the cake shop in the city that my friend introduced to has been telling me and it has a as nice taste and famous .,I went to the cake shop in the city my friend introduced to me as nice taste and famous .,16,taste,obl,error,a,omit_a,over,sing,obj,mod
318,The shop of inner decorating decors was green .,The shop of inner decorating was green .,1,shop,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
319,"""After I came went back home , I cooked dinner , and the food for dinner was were prawns & avocado salad , roast chicken and OTAMA SAN GOHAN .""","""After came back home , I cooked dinner , and the dinner was prawn & avocado salad , roast chicken and OTAMA SAN GOHAN .""",8,dinner,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
320,"""After I came went back home , I cooked dinner , and the food for dinner was were prawns & avocado salad , roast chicken and OTAMA SAN GOHAN .""","""After came back home , I cooked dinner , and the dinner was prawn & avocado salad , roast chicken and OTAMA SAN GOHAN .""",12,dinner,obl_om,error,zero,over_the,omit,sing,other,no_mod
321,"""After I came went back home , I cooked dinner , and the food for dinner was were prawns & avocado salad , roast chicken and OTAMA SAN GOHAN .""","""After came back home , I cooked dinner , and the dinner was prawn & avocado salad , roast chicken and OTAMA SAN GOHAN .""",16,avocado,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
322,"""After I came went back home , I cooked dinner , and the food for dinner was were prawns & avocado salad , roast chicken and OTAMA SAN GOHAN .""","""After came back home , I cooked dinner , and the dinner was prawn & avocado salad , roast chicken and OTAMA SAN GOHAN .""",17,salad,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
323,"""After I came went back home , I cooked dinner , and the food for dinner was were prawns & avocado salad , roast chicken and OTAMA SAN GOHAN .""","""After came back home , I cooked dinner , and the dinner was prawn & avocado salad , roast chicken and OTAMA SAN GOHAN .""",19,roast,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
324,"""After I came went back home , I cooked dinner , and the food for dinner was were prawns & avocado salad , roast chicken and OTAMA SAN GOHAN .""","""After came back home , I cooked dinner , and the dinner was prawn & avocado salad , roast chicken and OTAMA SAN GOHAN .""",20,chicken,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
325,"""First , I cut the lettuce , cut coarsely a the tomato coarsely and then stair - fly fry some prawns .""","""First , cut lettuce , cut coarsely a tomato and then stair - fly some prawns .""",4,lettuce,obl,error,the,omit_the,over,sing,obj,no_mod
326,"""First , I cut the lettuce , cut coarsely a the tomato coarsely and then stair - fly fry some prawns .""","""First , cut lettuce , cut coarsely a tomato and then stair - fly some prawns .""",12,stair,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
327,"""First , I cut the lettuce , cut coarsely a the tomato coarsely and then stair - fly fry some prawns .""","""First , cut lettuce , cut coarsely a tomato and then stair - fly some prawns .""",16,prawns,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
328,The OTAMA SAN GOHAN is Japaneseonly traditional food .,The OTAMA SAN GOHAN is Japaneseonly traditional food .,7,food,obl_om,correct,zero,correct_zero,correct_om,sing,pred/prop,mod
329,It only sprinkles the raw egg and a pinch dash of the soy source on warm rice .,It only sprinkles the raw egg and a pinch of the soy source on warm rice .,5,egg,obl,correct,the,correct_the,correct_art,sing,obj,mod
330,It only sprinkles the raw egg and a pinch dash of the soy source on warm rice .,It only sprinkles the raw egg and a pinch of the soy source on warm rice .,8,pinch,obl_om,error,zero,over_a,omit,sing,other,no_mod
331,It only sprinkles the raw egg and a pinch dash of the soy source on warm rice .,It only sprinkles the raw egg and a pinch of the soy source on warm rice .,11,soy,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
332,It only sprinkles the raw egg and a pinch dash of the soy source on warm rice .,It only sprinkles the raw egg and a pinch of the soy source on warm rice .,12,source,obl,correct,the,correct_the,correct_art,sing,other,no_mod
333,It only sprinkles the raw egg and a pinch dash of the soy source on warm rice .,It only sprinkles the raw egg and a pinch of the soy source on warm rice .,15,rice,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
334,"""After that I watched two movies , animation of genius boy and 007 , on TV for approximately four hours .""","""After that I watched two movie , animation of genius boy and 007 , on TV for approximately four hour .""",8,animation,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
335,"""After that I watched two movies , animation of genius boy and 007 , on TV for approximately four hours .""","""After that I watched two movie , animation of genius boy and 007 , on TV for approximately four hour .""",10,genius,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
336,"""After that I watched two movies , animation of genius boy and 007 , on TV for approximately four hours .""","""After that I watched two movie , animation of genius boy and 007 , on TV for approximately four hour .""",11,boy,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
337,"""After that I watched two movies , animation of genius boy and 007 , on TV for approximately four hours .""","""After that I watched two movie , animation of genius boy and 007 , on TV for approximately four hour .""",16,TV,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
338,I was looking for an English class around here .,I was looking for English class around here .,5,class,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
339,"""We thought about just taking a trial lesson , but she told me that she wanted to go to the lesson again .""","""We thought just taking a trial lesson , but she told me that I want to go to the lesson again .""",6,trial,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
340,"""We thought about just taking a trial lesson , but she told me that she wanted to go to the lesson again .""","""We thought just taking a trial lesson , but she told me that I want to go to the lesson again .""",7,lesson,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
341,"""We thought about just taking a trial lesson , but she told me that she wanted to go to the lesson again .""","""We thought just taking a trial lesson , but she told me that I want to go to the lesson again .""",20,lesson,obl,correct,the,correct_the,correct_art,sing,other,no_mod
342,It will be a base when she goes to a new school .,It will be base after she will go to new school .,3,base,obl,error,a,omit_a,over,sing,pred/prop,no_mod
343,It will be a base when she goes to a new school .,It will be base after she will go to new school .,10,school,obl,error,a,omit_a,over,sing,other,mod
344,"""If I did n't need to take care of my kids , I would want to take your lessons !""","""If I did n't need to take care of my kids , I wanted to have your lessons !""",8,care,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
345,"""It is very easy to come with kids because it is clean , safe , just a 1 - hour time difference and close to the Haneda airport .""","""It is very easy to come with kids because it is clean , safe , just a 1 - hour time difference and available Haneda airport .""",8,kids,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
346,"""It is very easy to come with kids because it is clean , safe , just a 1 - hour time difference and close to the Haneda airport .""","""It is very easy to come with kids because it is clean , safe , just a 1 - hour time difference and available Haneda airport .""",20,hour,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
347,"""It is very easy to come with kids because it is clean , safe , just a 1 - hour time difference and close to the Haneda airport .""","""It is very easy to come with kids because it is clean , safe , just a 1 - hour time difference and available Haneda airport .""",21,time,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
348,"""It is very easy to come with kids because it is clean , safe , just a 1 - hour time difference and close to the Haneda airport .""","""It is very easy to come with kids because it is clean , safe , just a 1 - hour time difference and available Haneda airport .""",22,difference,obl,correct,a,correct_a,correct_art,sing,other,no_mod
349,"""It is very easy to come with kids because it is clean , safe , just a 1 - hour time difference and close to the Haneda airport .""","""It is very easy to come with kids because it is clean , safe , just a 1 - hour time difference and available Haneda airport .""",26,airport,obl,error,the,omit_the,over,sing,other,no_mod
350,"""After , university classes , I went directly back home , prepared packages and searched what time I should leave home and which trains I should take .""","""After classes of university , I went back home directly , prepared packages and searched what time I should leave home and which trains I should take .""",1,university,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
351,"""After , university classes , I went directly back home , prepared packages and searched what time I should leave home and which trains I should take .""","""After classes of university , I went back home directly , prepared packages and searched what time I should leave home and which trains I should take .""",4,classes,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
352,"""After , university classes , I went directly back home , prepared packages and searched what time I should leave home and which trains I should take .""","""After classes of university , I went back home directly , prepared packages and searched what time I should leave home and which trains I should take .""",13,packages,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
353,"""After , university classes , I went directly back home , prepared packages and searched what time I should leave home and which trains I should take .""","""After classes of university , I went back home directly , prepared packages and searched what time I should leave home and which trains I should take .""",17,time,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
354,"""After , university classes , I went directly back home , prepared packages and searched what time I should leave home and which trains I should take .""","""After classes of university , I went back home directly , prepared packages and searched what time I should leave home and which trains I should take .""",24,trains,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
355,"""And if the team wins 8 games , the team will get first position .""","""And if the team win 8 games , the team will get first position .""",4,team,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
356,"""And if the team wins 8 games , the team will get first position .""","""And if the team win 8 games , the team will get first position .""",7,games,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
357,"""And if the team wins 8 games , the team will get first position .""","""And if the team win 8 games , the team will get first position .""",10,team,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
358,"""And if the team wins 8 games , the team will get first position .""","""And if the team win 8 games , the team will get first position .""",14,position,obl_om,correct,zero,correct_zero,correct_om,sing,obj,mod
359,But / However the remainder of its games is 9 games .,But remainder of its games is 9 games .,1,remainder,obl,error,the,omit_the,over,sing,sub,no_mod
360,But / However the remainder of its games is 9 games .,But remainder of its games is 9 games .,7,games,obl_om,correct,zero,correct_zero,correct_om,plural,pred/prop,no_mod
361,Therefore it is difficult for it to get first position .,Therefore it is so difficult for it to get first position .,10,position,obl_om,correct,zero,correct_zero,correct_om,sing,obj,mod
362,"""The starting pitcher was not good , therefore the opposition got 3 points easily .""","""The starting pithier was not good , so that the opposition could get 3 points easily .""",2,starting,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
363,"""The starting pitcher was not good , therefore the opposition got 3 points easily .""","""The starting pithier was not good , so that the opposition could get 3 points easily .""",12,opposition,obl,error,the,omit_the,over,sing,sub,no_mod
364,"""The starting pitcher was not good , therefore the opposition got 3 points easily .""","""The starting pithier was not good , so that the opposition could get 3 points easily .""",15,points,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
365,"""We cheered very hard , but the miracle never happened .""","""We cheered very hard , but the miracle was never happened .""",9,miracle,obl,error,the,omit_the,over,sing,sub,no_mod
366,"""Those are such things as playing sports , reading books , listening to music , taking walks .""","""Those are playing sports , reading a book , lithening to music , taking a walk and so on .""",4,sports,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
367,"""Those are such things as playing sports , reading books , listening to music , taking walks .""","""Those are playing sports , reading a book , lithening to music , taking a walk and so on .""",12,music,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
368,"""My favorite hobby is talking with my friends , because I think it is the best time to be with my friends .""","""My favorit hobby is talking with my friends , because I think it is the best time to be with my friends .""",17,time,obl,correct,the,correct_the,correct_art,sing,other,mod
369,I gained about 10 kilograms after I quit my clubs in high school .,I gained about 10 kilograms after I quitted my clubs in high school .,4,kilograms,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
370,I gained about 10 kilograms after I quit my clubs in high school .,I gained about 10 kilograms after I quitted my clubs in high school .,12,school,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
371,I wanna have a six - pack ! ! haha,I wanna have the six - pack ! ! haha,6,pack,obl,error,a,sub_the_inst_a,error_art,sing,obj,no_mod
372,"""This weekend , there are three holidays in Japan .""",This weekend three holidays in Japan .,4,holidays,obl_om,correct,zero,correct_zero,correct_om,plural,sub,no_mod
373,Japanese are waiting for cherry blossoms in this season .,Japanese are waiting cherry blossoms in this season .,3,cherry,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
374,Japanese are waiting for cherry blossoms in this season .,Japanese are waiting cherry blossoms in this season .,4,blossoms,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
375,Yesterday was the same .,Yesterday was also .,0,Yesterday,obl_om,correct,zero,correct_zero,correct_om,sing,sub,no_mod
376,But Next week I will go on business trips .,But Next week I will go on a business trips .,2,week,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
377,But Next week I will go on business trips .,But Next week I will go on a business trips .,8,business,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
378,But Next week I will go on business trips .,But Next week I will go on a business trips .,9,trips,obl_om,error,zero,over_a,omit,plural,other,no_mod
379,Tomorrow I do n't have much work .,Tomorrow I have a little work .,0,Tomorrow,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
380,Tomorrow I do n't have much work .,Tomorrow I have a little work .,5,work,obl_om,error,zero,over_a,omit,sing,obj,mod
381,I will go to the library and to the cafe to study electronics after that .,I will go library and cafe to study electronics after that .,3,library,obl,error,the,omit_the,over,sing,other,no_mod
382,I will go to the library and to the cafe to study electronics after that .,I will go library and cafe to study electronics after that .,5,cafe,obl,error,the,omit_the,over,sing,other,no_mod
383,I will go to the library and to the cafe to study electronics after that .,I will go library and cafe to study electronics after that .,8,electronics,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
384,My friend starred in the play .,My friend starred on the play .,5,play,obl,correct,the,correct_the,correct_art,sing,other,no_mod
385,She and I became friends when we were junior high school students .,I and she became friend when we were junior high school student .,10,school,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
386,Our friendships has lasted for more than 10 years .,We friendships for more than 10 years .,6,years,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
387,I saw her act for the first time today .,I saw her play first time today .,5,time,obl,error,the,omit_the,over,sing,other,mod
388,I saw her act for the first time today .,I saw her play first time today .,6,today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
389,Today is a Japanese National holiday .,Today is Japanese National holiday .,0,Today,obl_om,correct,zero,correct_zero,correct_om,sing,sub,no_mod
390,Today is a Japanese National holiday .,Today is Japanese National holiday .,4,holiday,obl,error,a,omit_a,over,sing,pred/prop,mod
391,So I took a three - day weekend .,So I took three - day weekend .,5,day,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
392,So I took a three - day weekend .,So I took three - day weekend .,6,weekend,obl,error,a,omit_a,over,sing,obj,no_mod
393,"""Since it was rainy yesterday and today , My family and I could n't enjoy it .""","""But Because of being rainy yesterday to today , I and my family could n't enjoy .""",6,yesterday,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
394,"""Since it was rainy yesterday and today , My family and I could n't enjoy it .""","""But Because of being rainy yesterday to today , I and my family could n't enjoy .""",8,today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
395,Children were playing games for a very longtime .,Children were playing games very longtime .,0,Children,obl_om,correct,zero,correct_zero,correct_om,plural,sub,no_mod
396,Children were playing games for a very longtime .,Children were playing games very longtime .,3,games,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
397,And realized how languages can help you know more people .,And realized how language could help you know more people .,9,people,obl_om,correct,zero,correct_zero,correct_om,plural,obj,mod
398,Japanese food is available at every corner in Thailand .,Japanese food is available every corner in Thailand .,1,food,obl_om,correct,zero,correct_zero,correct_om,sing,sub,mod
399,Japanese food is available at every corner in Thailand .,Japanese food is available every corner in Thailand .,5,corner,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
400,I think / believe birds of a feather flock together .,I think a birds of a feather flock together .,3,birds,obl_om,error,zero,over_a,omit,plural,sub,no_mod
401,I think / believe birds of a feather flock together .,I think a birds of a feather flock together .,6,feather,obl,correct,a,correct_a,correct_art,sing,other,no_mod
402,"""The other day , I met one of my classmate from high school at a station , for the first time in fifteen years .""",The otehr day I met one of my classmate in high school at a station for the first time in fifteen years .,12,school,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
403,"""The other day , I met one of my classmate from high school at a station , for the first time in fifteen years .""",The otehr day I met one of my classmate in high school at a station for the first time in fifteen years .,19,time,obl,error,the,omit_the,over,sing,other,mod
404,I 'm an English teacher .,I 'm English teacher .,4,teacher,obl_om,correct,zero,correct_zero,correct_om,sing,pred/prop,mod
405,"""On the other hand , she teaches correct walking and posture .""",She is teacher for walking and posture .,5,walking,obl_om,correct,zero,correct_zero,correct_om,sing,obj,mod
406,We made small talk / had a short conversation there and left .,"""We had small talk ( short talk ? ) there , and left .""",3,talk,obl_om,correct,zero,correct_zero,correct_om,sing,obj,mod
407,We exchanged our contact info and decided to meet again very soon .,We exchange our contact info and decided to meet again very soon .,3,contact,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
408,"""We met once more two weeks ago , I felt strange / nostalgic then because we had n't met each other for many years , but still we had many things ( that we wanted ) to tell each other .""","""We met two weeks ago , I felt strange , because we did n't meet each other for many years , but we have many things to tell each other .""",4,weeks,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
409,"""We met once more two weeks ago , I felt strange / nostalgic then because we had n't met each other for many years , but still we had many things ( that we wanted ) to tell each other .""","""We met two weeks ago , I felt strange , because we did n't meet each other for many years , but we have many things to tell each other .""",20,years,obl_om,correct,zero,correct_zero,correct_om,plural,other,mod
410,"""Plenty of things to talk about , but there was n't sufficient time .""","""Plenty of things to talk , but not enough time .""",1,Plenty,obl_om,correct,zero,correct_zero,correct_om,sing,pred/prop,no_mod
411,"""Plenty of things to talk about , but there was n't sufficient time .""","""Plenty of things to talk , but not enough time .""",3,things,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
412,"""Plenty of things to talk about , but there was n't sufficient time .""","""Plenty of things to talk , but not enough time .""",10,time,obl_om,correct,zero,correct_zero,correct_om,sing,sub,mod
413,"""We should n't sort people into levels / types / categories and I believe we are ( all ) living on the same level ( same category , same world ) .""","""We should n't sort people into level , but I believe we are living in same level ( same category , same world ) .""",5,people,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
414,"""We should n't sort people into levels / types / categories and I believe we are ( all ) living on the same level ( same category , same world ) .""","""We should n't sort people into level , but I believe we are living in same level ( same category , same world ) .""",17,level,obl,error,the,omit_the,over,sing,other,mod
415,"""We should n't sort people into levels / types / categories and I believe we are ( all ) living on the same level ( same category , same world ) .""","""We should n't sort people into level , but I believe we are living in same level ( same category , same world ) .""",20,category,obl_om,correct,zero,correct_zero,correct_om,sing,appos,mod
416,"""We should n't sort people into levels / types / categories and I believe we are ( all ) living on the same level ( same category , same world ) .""","""We should n't sort people into level , but I believe we are living in same level ( same category , same world ) .""",23,world,obl_om,correct,zero,correct_zero,correct_om,sing,appos,mod
417,I do n't like watching a screen when it 's too close so I killed time reading something .,I do n't like watching a close screen so I killed time reading something .,7,screen,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
418,I do n't like watching a screen when it 's too close so I killed time reading something .,I do n't like watching a close screen so I killed time reading something .,11,time,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
419,"""Today , I read `` The Catcher in the Rye `` as a summer homework assignment .""","""Today , I read `` The catcher in the rye `` as a summer homework .""",1,Today,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
420,"""Today , I read `` The Catcher in the Rye `` as a summer homework assignment .""","""Today , I read `` The catcher in the rye `` as a summer homework .""",15,summer,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
421,"""To tell the truth , I could not understand why this book is thought of as a masterpiece .""","""To say the truth , I could not understand why this book is thought a masterpiece .""",4,truth,obl,correct,the,correct_the,correct_art,sing,obj,no_mod
422,"""To tell the truth , I could not understand why this book is thought of as a masterpiece .""","""To say the truth , I could not understand why this book is thought a masterpiece .""",16,masterpiece,obl,correct,a,correct_a,correct_art,sing,other,no_mod
423,"""If you had read the book , please tell me which part you think is interesting .""","""If you had read the book , please tell me which part you think interesting .""",6,book,obl,correct,the,correct_the,correct_art,sing,obj,no_mod
424,"""If you had read the book , please tell me which part you think is interesting .""","""If you had read the book , please tell me which part you think interesting .""",12,part,obl_om,correct,zero,correct_zero,correct_om,sing,sub,no_mod
425,21 . 12 . 2012 * * * I 'm a university student .,21 . 12 . 2012 * * * I 'm university student .,11,university,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
426,21 . 12 . 2012 * * * I 'm a university student .,21 . 12 . 2012 * * * I 'm university student .,12,student,obl,error,a,omit_a,over,sing,pred/prop,no_mod
427,I want to learn English and find friends here .,I learn to speak English and find friends here .,7,friends,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
428,Can we become friends ?,Whe do n't you become friends ?,5,friends,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
429,I called for a refund for the Park Yong - ha concert tickets .,I called for refund the Park Yong - ha concert tickets .,3,refund,obl,error,a,omit_a,over,sing,other,no_mod
430,I called for a refund for the Park Yong - ha concert tickets .,I called for refund the Park Yong - ha concert tickets .,9,concert,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
431,I called for a refund for the Park Yong - ha concert tickets .,I called for refund the Park Yong - ha concert tickets .,10,tickets,obl,correct,the,correct_the,correct_art,plural,other,no_mod
432,I heard that they send money by registered mail by August 13th .,I heard send money by registered mail by August 13th .,3,money,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
433,I heard that they send money by registered mail by August 13th .,I heard send money by registered mail by August 13th .,6,mail,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
434,I heard that they send money by registered mail by August 13th .,I heard send money by registered mail by August 13th .,9,13th,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
435,Culture of shame,Culture of shames,0,Culture,obl_om,correct,zero,correct_zero,correct_om,sing,pred/prop,no_mod
436,Culture of shame,Culture of shames,2,shame,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
437,"""Foreign media admires how Japanese people are behaving calmly , organised and in a supporting manner .""","""Foreign medias admire that Japanese people are behaving calmly , organised and in a supporting .""",2,media,obl_om,correct,zero,correct_zero,correct_om,sing,sub,mod
438,"""Foreign media admires how Japanese people are behaving calmly , organised and in a supporting manner .""","""Foreign medias admire that Japanese people are behaving calmly , organised and in a supporting .""",6,people,obl_om,correct,zero,correct_zero,correct_om,plural,sub,mod
439,We think that making trouble for others is a very bad and shameful thing .,We think that having trouble others is very bad thing and shameful .,4,trouble,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
440,We think that making trouble for others is a very bad and shameful thing .,We think that having trouble others is very bad thing and shameful .,5,others,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
441,Every parent wants their children not to trouble others .,Every parent want their children not to have trouble others .,1,parent,obl_om,correct,zero,correct_zero,correct_om,sing,sub,no_mod
442,Every parent wants their children not to trouble others .,Every parent want their children not to have trouble others .,9,others,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
443,"""In the past , Japanese grew rice which was needed to help others in the community .""",Japanese have grown rice which need to help each other in the community the past .,4,rice,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
444,"""When parents scold ill - mannered children they use the same phrase `` I 'm too ashamed to face people . `` Though this phrase is not so common to young parents , these ethics are in Japanese genes .""","""When parents scold ill - mannered children they use the same phrase `` I 'm too ashamed to face people . `` Though this phrase is not so common to young parents , this ethics is in Japanese gene .""",2,parents,obl_om,correct,zero,correct_zero,correct_om,plural,sub,no_mod
445,"""When parents scold ill - mannered children they use the same phrase `` I 'm too ashamed to face people . `` Though this phrase is not so common to young parents , these ethics are in Japanese genes .""","""When parents scold ill - mannered children they use the same phrase `` I 'm too ashamed to face people . `` Though this phrase is not so common to young parents , this ethics is in Japanese gene .""",7,children,obl_om,correct,zero,correct_zero,correct_om,plural,obj,mod
446,"""When parents scold ill - mannered children they use the same phrase `` I 'm too ashamed to face people . `` Though this phrase is not so common to young parents , these ethics are in Japanese genes .""","""When parents scold ill - mannered children they use the same phrase `` I 'm too ashamed to face people . `` Though this phrase is not so common to young parents , this ethics is in Japanese gene .""",12,phrase,obl,correct,the,correct_the,correct_art,sing,obj,mod
447,"""When parents scold ill - mannered children they use the same phrase `` I 'm too ashamed to face people . `` Though this phrase is not so common to young parents , these ethics are in Japanese genes .""","""When parents scold ill - mannered children they use the same phrase `` I 'm too ashamed to face people . `` Though this phrase is not so common to young parents , this ethics is in Japanese gene .""",22,people,obl_om,correct,zero,correct_zero,correct_om,plural,obj,no_mod
448,"""When parents scold ill - mannered children they use the same phrase `` I 'm too ashamed to face people . `` Though this phrase is not so common to young parents , these ethics are in Japanese genes .""","""When parents scold ill - mannered children they use the same phrase `` I 'm too ashamed to face people . `` Though this phrase is not so common to young parents , this ethics is in Japanese gene .""",35,parents,obl_om,correct,zero,correct_zero,correct_om,plural,other,mod
449,Thanks a . lot .,Thanks a lol .,0,Thanks,obl_om,correct,zero,correct_zero,correct_om,sing,pred/prop,no_mod
450,It was about a job I sought from the news paper .,It was a job I seeked from the news paper .,3,job,obl,correct,a,correct_a,correct_art,sing,pred/prop,no_mod
451,It was about a job I sought from the news paper .,It was a job I seeked from the news paper .,8,news,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
452,It was about a job I sought from the news paper .,It was a job I seeked from the news paper .,9,paper,obl,correct,the,correct_the,correct_art,sing,other,no_mod
453,Although I know a private school student like me in Singapore is stictly prohibit to go to have a job .,Although I know a private school student like me in Singapore is sticktly prohibit to go to have a job .,5,school,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
454,Although I know a private school student like me in Singapore is stictly prohibit to go to have a job .,Although I know a private school student like me in Singapore is sticktly prohibit to go to have a job .,6,student,obl,correct,a,correct_a,correct_art,sing,sub,no_mod
455,Although I know a private school student like me in Singapore is stictly prohibit to go to have a job .,Although I know a private school student like me in Singapore is sticktly prohibit to go to have a job .,19,job,obl,correct,a,correct_a,correct_art,sing,obj,no_mod
456,I am still going to the place to try my luck .,I am still go to the place and try my luck .,6,place,obl,correct,the,correct_the,correct_art,sing,other,no_mod
457,When my auntie asked me what kind of pass I held .,When the auntie ask me what kind of pass I am holding .,6,kind,obl_om,correct,zero,correct_zero,correct_om,sing,obj,no_mod
458,When my auntie asked me what kind of pass I held .,When the auntie ask me what kind of pass I am holding .,8,pass,obl_om,correct,zero,correct_zero,correct_om,sing,other,no_mod
459,But for me I am more focused on learning the experience through working and communicating with others .,But for me I am more focus on learning the experience through working and communicating with others .,10,experience,obl,correct,the,correct_the,correct_art,sing,obj,no_mod
460,But for me I am more focused on learning the experience through working and communicating with others .,But for me I am more focus on learning the experience through working and communicating with others .,16,others,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
461,"""By the way , the job is really a short - term job ( seller ) , which only lasts for two weeks .""","""By the way , the job is really a short - term job ( seller ) , which is only last for two weeks .""",3,way,obl,correct,the,correct_the,correct_art,sing,other,no_mod
462,"""By the way , the job is really a short - term job ( seller ) , which only lasts for two weeks .""","""By the way , the job is really a short - term job ( seller ) , which is only last for two weeks .""",6,job,obl,correct,the,correct_the,correct_art,sing,sub,no_mod
463,"""By the way , the job is really a short - term job ( seller ) , which only lasts for two weeks .""","""By the way , the job is really a short - term job ( seller ) , which is only last for two weeks .""",12,term,obl_om,correct,zero,correct_zero,correct_om,sing,other,mod
464,"""By the way , the job is really a short - term job ( seller ) , which only lasts for two weeks .""","""By the way , the job is really a short - term job ( seller ) , which is only last for two weeks .""",13,job,obl,correct,a,correct_a,correct_art,sing,pred/prop,no_mod
465,"""By the way , the job is really a short - term job ( seller ) , which only lasts for two weeks .""","""By the way , the job is really a short - term job ( seller ) , which is only last for two weeks .""",15,seller,obl_om,correct,zero,correct_zero,correct_om,sing,appos,no_mod
466,"""By the way , the job is really a short - term job ( seller ) , which only lasts for two weeks .""","""By the way , the job is really a short - term job ( seller ) , which is only last for two weeks .""",24,weeks,obl_om,correct,zero,correct_zero,correct_om,plural,other,no_mod
